id_tweet,lang,tweet,size,task1,task2,IDEOLOGICAL_INEQUALITY,STEREOTYPING_DOMINANCE,OBJECTIFICATION,SEXUAL_VIOLENCE,MISOtGYNY_NON_SEXUALVIOLENCE,UNKNOWN,NONE
100014,es,momento izquierda s politizada car cter absolutizador mejor organizada ten monopolio control redes pen alejandro cuevas,25,NO,-,0,0,0,0,0,0,1
100015,es,qu digo dogwhistles vivido vez mics pas comicsgate hijo bastardo gamergate origen oscuro ratas berrinchudos pues chole,46,NO,-,0,0,0,0,0,0,1
100016,es,toque experimentar similar gamergate veremos si mantienes misma postura hoy juas juas juas,21,NO,-,0,0,0,0,0,0,1
100017,es,levanto miedo exito rata nro rust co ezxnddepqe rust gamergirls gamergate,19,NO,-,0,0,0,0,0,0,1
100018,es,gamergate causo gamergate causo gamergate mato persona gamergate gamergate gamergate putoooos reporteros mieerdaaa,20,NO,-,0,0,0,0,0,0,1
100019,es,empez gamergate as igual mejor,10,NO,-,0,0,0,0,0,0,1
100020,es,mejores videojuegos historia grinning face grinning face grinning face grinning face gamers gamergate,11,NO,-,0,0,0,0,0,0,1
100021,es,the gays despues escuchar babylon house labs they harassed gaga pa saque,17,NO,-,0,0,0,0,0,0,1
100022,es,refieres as,7,NO,-,0,0,0,0,0,0,1
100023,es,lol met comunidad cosplay alguien vio contexto story defendiendo pana who being harassed diciendo bully copi cosplays fb ridiculizarme cosplays pueden copiar,52,NO,-,0,0,0,0,0,0,1
100024,es,hembras colibr cuello blanco florisuga mellivora adoptan coloraci similar plumaje machos evitar machos s agresivos forma escapan intentos seducci m tiempo alimentarse,41,NO,-,0,0,0,0,0,0,1
100025,es,mujeres deber amos vivir miedo apoyo army bangladesh we stand with bangladesh armys and all young women being harassed everyday endviolence,29,NO,-,0,0,0,0,0,0,1
100026,es,arabia favor difundan todas chicas encontradas mientras s tarde puede ser s peligroso if you are missing or you are being harassed enter this space,35,NO,-,0,0,0,0,0,0,1
100027,es,all really harassed this person tan inofensivo lmao verdad empat,18,NO,-,0,0,0,0,0,0,1
100028,es,quiet sexist,5,YES,DIRECT,0,2,0,0,0,0,0
100029,es,fuentes backhand index pointing down light skin tone man technologist medium skin tone fin hilo conoce s derecho creer,14,NO,-,0,0,0,0,0,0,1
100030,es,is great example of this they don care if have being supplanted harassed or else even with evidence the problem was supuesto quora espa ol tipo cientos cuentas ofensivas sigue ah clonador cuentas,48,NO,-,0,0,0,0,0,0,1
100031,es,this artist is only that is so young to be harassed like this dan verg enza hablar tan mal alguien tan joven regardless of what the original convo was about anti negritud mestizos blancos di spora latinoam rica asqueroso,49,NO,-,0,0,0,0,0,0,1
100032,es,ay olvidaban pruebas aquello hablar invenciones t co ddp dn,22,NO,-,0,0,0,0,0,0,1
100033,es,she harassed the senator as yanse mamar,10,NO,-,0,0,0,0,0,0,1
100034,es,eeuu documentos desclasificados revelan misteriosos drones julio acosaron buques guerra yanquis costas california foia mysteriousdrones harassed us navy warships offcalifornia,30,NO,-,0,0,0,0,0,0,1
100035,es,devastador cr tica constructiva chris cuomo sexually harassed hope ll use his power to make change,20,NO,-,0,0,0,0,0,0,1
100036,es,loca mierda momento,7,YES,DIRECT,0,2,1,0,0,0,0
100037,es,chico sandman escuela cat lica viaj washington grupo compa eros harassed atacados black israelites secta nativo americano cnn etc dijeron fie rev causando expulsiones amenazas muerte etc aprox millones gan,49,NO,-,0,0,0,0,0,0,1
100038,es,encima siempre misma pobre tisi she being harassed,11,YES,REPORTED,0,2,1,0,0,0,0
100039,es,twilight rara actores were getting harassed taylor especialmente wild was minor,25,NO,-,0,0,0,0,0,0,1
100040,es,pretendieron defender libertad expresi acad micos quej ndose alguna manera gente trans silenciando skull skull skull skull,22,NO,-,0,0,0,0,0,0,1
100041,es,balance scale piden s tres rcel vecino torrevieja acusado colgar dni ctima manada foro lamanada,28,NO,-,0,0,0,0,0,0,1
100042,es,pues mira hombres cada familia amistades haciendo vida normal igual lamanada asesinan diario parejas deber amos preguntarnos qu co est pasando hombres act as qu clase sociedad queremos,53,YES,REPORTED,0,1,0,0,0,0,0
100043,es,as hizo lamanada chicas acabaron rejas mentirasestreno,12,NO,-,0,0,0,0,0,0,1
100044,es,lamanada agresi sexual navarra dni espa ol hab agente expulsado delitos guardia civil tedro ejemplo derecha caverna ser espa ol ndrome marujita az,36,YES,REPORTED,0,0,0,0,0,0,0
100045,es,sentencia nima manada bienvenida qu sanci dr paul mu oz cuya defensa chica gusta vida social qu tras s pronuncia colegio abogados lima amimegustalavidasocial lamanada,48,NO,-,0,0,0,0,0,0,1
100046,es,viernes doslinternas jauria lamanada teatro entrevista completa,13,NO,-,0,0,0,0,0,0,1
100047,es,caso lamanada heredia abogada ctima telephone receiver mal llamado as violaci grupal animales raciocinio expresa va juicio oral agarr caso luego personas quedaron proceso tras aquel episodio desahogo sexual cuenta,47,YES,REPORTED,0,0,0,0,0,0,0
100048,es,alejandro saavedra violador parte lamanada scz finalmente sentenciado sevaacaer,14,YES,REPORTED,0,0,1,0,0,0,0
100049,es,pol ticos acostumbran hablarle pueblo si manada est pidos lamanada hacemos contradecirlos,23,NO,-,0,0,0,0,0,0,1
100050,es,comparto columnas anteriores reflexionan tema violaci grupal reacciones sociedad caso lamanada reflexiones ba santateresa,38,NO,-,0,0,0,0,0,0,1
100051,es,confirman madre violador lamanada eliane saavedra daza recib plata gobierno municipal gesti ex alcaldesa trabajar itemsfantasmas unmilcontratosfantasmas,27,NO,-,0,0,0,0,0,0,1
100052,es,quin descontrol lamanada parar violencia,13,NO,-,0,0,0,0,0,0,1
100053,es,manada panda lion fox beb white heart lamanada dogsofinstagram doglover siberianhusky shetlandsheepdog husky sheltie huskysiberiano pastordeshetland metepec,16,NO,-,0,0,0,0,0,0,1
100054,es,am lamanada dejo pensar novela,14,NO,-,0,0,0,0,0,0,1
100055,es,leones metiendo cojones co fire fire fire lion lion lion lamanada,10,NO,-,0,0,0,0,0,0,1
100056,es,star siiii incre ble pipe crack adoramossss lamanada wolf blue heart star,13,NO,-,0,0,0,0,0,0,1
100057,es,investiga jefa lamanada ora delgado meparto,14,NO,-,0,0,0,0,0,0,1
100058,es,mientras scooby disfruta unas vacaciones lamanada cuido casa merlot russian bleu hija,21,NO,-,0,0,0,0,0,0,1
100059,es,v ctima lamanada si prenda arrepintiera verdad pedido perd m tambi n,20,NO,-,0,0,0,0,0,0,1
100060,es,lopetegui rueda prensa diciendo minifalda tal lamanada,22,YES,JUDGEMENTAL,0,2,2,0,0,0,0
100061,es,si metoo cine espa ol ser homosubvenciones felamamandurrias,14,YES,DIRECT,0,2,1,0,0,0,0
100062,es,tema ambiente metoo ejemplo interesante dices,18,NO,-,0,0,0,0,0,0,1
100063,es,come on label metoo smiling face with sunglasses popcorn,7,NO,-,0,0,0,0,0,0,1
100064,es,crece preocupaci paradero peng shuai crece preocupaci paradero peng shuai,19,NO,-,0,0,0,0,0,0,1
100065,es,siempre pensado escena segunda pelicula librado movimiento metoo ahora haber cancelan,24,YES,REPORTED,0,0,0,0,0,0,0
100066,es,creo va pasar historia gobierno s premiaba condecoraba agraviantes sexuales verg enza ah salgado macedonio ahora pedro salmeron dudo s face with symbols on mouth metoo,40,YES,REPORTED,0,1,0,0,0,0,0
100067,es,tribunal chino desestima primer caso metoo amenaza acabar incipiente movimiento pa v,25,NO,-,0,0,0,0,0,0,1
100068,es,veo surge respuesta tipo not all americans lucha afluencia estadounidenses pr not all men metoo ambos casos plica obvia trata estructuras din micas crean desigualdad si individuos portan bien mal,51,YES,REPORTED,0,2,0,0,0,0,0
100069,es,si favor crear movimiento metoo,10,NO,-,0,0,0,0,0,0,1
100070,es,dicen denuncia real cariola dijo feminista metoo cre victima as tarados weones cagar dan material kast asunto grave,40,YES,REPORTED,0,2,2,0,0,0,0
100071,es,porsinoloviste espectaculos acoso metoo purple circle topmodel brit nica emily ratajkowski denunci acosada sexualmente cantante robin thicke rodaje videoclip blurredlines diariodemexico,26,YES,REPORTED,0,1,0,0,0,1,0
100072,es,asunto canessa puede ser inicio movimiento metoo ecuador denunciar acoso sexual nivel ejemplo entiendo normaliza pa matrimonios profesores alumnas educaci secundaria hace cadas casos,45,YES,JUDGEMENTAL,0,1,2,0,0,0,0
100073,es,si ridley scott pretendi hacer nueva versi rashomon logr expresi art stica necesaria plasmar idea nico alcanz llevar metoo edad media thelastduel,32,NO,-,0,0,0,0,0,0,1
100074,es,hey rcel digo mal bien hdlv sigue libre haciendo putos retiros abusa mujeres metoo,37,YES,JUDGEMENTAL,0,1,0,0,0,0,0
100075,es,quiz annette narraci supuestamente rbita metoo realidad margen virtudes cinematogr ficas s fr volo ver annette duda luego leer,33,NO,-,0,0,0,0,0,0,1
100076,es,metoo mundo literario acosadores pesadilla escritoras testimonios cuatro autoras viven infiernos causa hombres persiguen,29,YES,REPORTED,0,2,4,0,0,0,0
100077,es,tan necesario metoo mundo acad mico recib amenazas muerte ma ana intentaron echarme universidad vieron pod an hijos escuelas womeninstem,40,YES,REPORTED,0,2,0,0,0,0,0
100078,es,parece caso gay atacado encapuchados resultado ser falsa denuncia da igual hoy importa verdad justicia tratar personas actos sino encaje discurso woke blm metoo lgtbifobia viogen,48,NO,-,0,0,0,0,0,0,1
100079,es,va caer lovamosatirar abrazos sola metoo,13,NO,-,0,0,0,0,0,0,1
100080,es,jajaja venga tirar quina tiempo buscar noticia hace casi caso si noticia final dice gan atenci movimiento metoo,46,NO,-,0,0,0,0,0,0,1
100081,es,incel persona expresa incapacidad conseguir relaciones sexuales pesar ser deseo caracterizados resentimiento publicaciones mgtow supone grupo sigue idea separatismo hombre mujer,48,YES,REPORTED,0,1,0,0,0,0,0
100082,es,hac an verdadero caos fotografiados detenidos lamentable mismo pueden volver,22,NO,-,0,0,0,0,0,0,1
100083,es,literalmente toda discograf aitana dices existe,16,NO,-,0,0,0,0,0,0,1
100084,es,creo infierno so muri impune cobard argentina,14,NO,-,0,0,0,0,0,0,1
100085,es,s fase masculinidades escuchaban argumentos cada rato entiendo esc ptico mgtow nom disidir feminismo gino,29,NO,-,0,0,0,0,0,0,1
100086,es,peor veganos rechazan productos animales moral hacer da seres consideran proteger mgtow rechazan mujeres resentimiento odio paranoia,36,YES,REPORTED,0,0,2,0,0,0,0
100087,es,llama nicho mercado,14,NO,-,0,0,0,0,0,0,1
100088,es,mgtow puteros manual franquista cortados mismo patron,17,NO,-,0,0,0,0,0,0,1
100089,es,pas sta mujer est confundida pagaron,16,YES,DIRECT,0,2,2,0,0,0,0
100090,es,llama criterio dejas pensamiento binario empiezas ver matices,17,NO,-,0,0,0,0,0,0,1
100091,es,milei tambi puede llegar consumir tincho redpill ser tanque leche contrario va bien cambio moreno parece s blico mgtow,34,NO,-,0,0,0,0,0,0,1
100092,es,diria mas tocar puntos sensibles ciertos problema comunidad varios individuos hacen ver mal mgtow aunque tambien culpa ignorantes tema piensan cualquiera cuenta recien creada diciendo mgtow,50,NO,-,0,0,0,0,0,0,1
100093,es,vieja qlia sabe we,10,YES,DIRECT,0,1,1,0,0,0,0
100094,es,d pseudo transgresores mplices inanici ideolog as mierda prefieren ser showmans status quo laje milei respuesta argentina paul joseph watson ben shapiro milo yiannopoulos sicamente mgtow,43,YES,JUDGEMENTAL,0,1,0,0,0,0,0
100095,es,sab dentro mgtow hab tambi gente igual arrastrada aliades pidiendo perd cada paso si final ser igual,28,NO,-,0,0,0,0,0,0,1
100096,es,mgtow as ser encontrado alternativa,14,NO,-,0,0,0,0,0,0,1
100097,es,nico compadecer verme llorar pap ninguna persona ning sexo har,30,NO,-,0,0,0,0,0,0,1
100098,es,an contado gueveta sepulveda prepotente leantaoraja,12,NO,-,0,0,0,0,0,0,1
100099,es,entendido mayor hombres dan dinero s seguido,12,NO,-,0,0,0,0,0,0,1
100100,es,gente mgtow discutiendo qui m mgtow pura sangre luego dice sandman manifiesto aporta mo nota conoce mentalidad picaresca hisp nica,36,NO,-,0,0,0,0,0,0,1
100101,es,digo qu it just plain rude puede interpretar mo microagresi da aires crees superior nunca hago menos mami papi criaron modales ense aron respetar personas,46,NO,-,0,0,0,0,0,0,1
100102,es,creo pasivoagresivo manipulador gente hace sentir culpable cualquier vaina aplicarles luego chantaje emocional fren vez dijo asumir est mal est desempleado microagresi nolosoporto,42,NO,-,0,0,0,0,0,0,1
100103,es,momento pas devolver microagresi face with tears of joy,17,NO,-,0,0,0,0,0,0,1
100104,es,nunca vi tanta gringa celebrando pa ses pobres nunca quedemos vez pueden decir quieran si aires microagresion odio,35,YES,DIRECT,0,1,1,0,0,0,0
100105,es,m aun casi siempre va acompa ado agresi f sica as hablan microagresi cualquier caball,20,YES,DIRECT,0,1,1,0,0,0,0
100106,es,noble salvaje italiano garcha ginas miedo cometer microagresi encant mo describe triste panorama actual edici literaria aunque suscriba eeuu cambiaremos mundo menos cambiamos tema ped joyce,52,NO,-,0,0,0,0,0,0,1
100107,es,conseguiste lalu portada pas gustarme much gustarme visto lado messi pues si digo identifico mil veces s fotos punto microagresi n,46,YES,REPORTED,0,0,2,0,0,1,0
100108,es,gendarme vino mesa voto hablar conmigo mandar petizo probablemente lindo interpreto ofrecimiento coital microagresi racista,29,NO,-,0,0,0,0,0,0,1
100109,es,ok va pregunta si robin hace da ser considerada microagresi n,15,NO,-,0,0,0,0,0,0,1
100110,es,recuerden decir hombres s microagresi demuestra necesidad controlar opini mujer someterla par metros esperas,39,YES,REPORTED,0,5,1,0,0,0,0
100111,es,aprendido nueva palabra microagresi smiling face with sunglasses opino acerca relacionado racismo asi ticos dicen exagerando solo sido broma puede decir ofender nadie etc ve deo entender s,50,NO,-,0,0,0,0,0,0,1
100112,es,siquiera dan cuenta pensamiento microagresi incluso est encima artistas grandes aspectos ser coreanos siguen viendo si menos,36,NO,-,0,0,0,0,0,0,1
100113,es,pues microagresion introdujo concepto destacar normal d puede ser nociva uso da permite permite reflexionar establecido algod t ofendes escuchas microagresion,55,NO,-,0,0,0,0,0,0,1
100114,es,verdad rar simo plan orientaci cara si microagresion,26,NO,-,0,0,0,0,0,0,1
100115,es,v importancia disculparnos adecuadamente cometer microagresi asumiendo responsabilidad,16,NO,-,0,0,0,0,0,0,1
100116,es,studio microphone municipal fm enseguida play button espacio entrevistas quito alejandra rdenas abogada dd hh explicar concepto microagresi hacia comunidad lgtbiq esfera blica consultas mobile phone with arrow mobile phone with arrow laradiodelaciudad,35,NO,-,0,0,0,0,0,0,1
100117,es,mano pasar microagresiones raciales diario saber dijo persona microagresi preferir responderle si haces salvaje,30,NO,-,0,0,0,0,0,0,1
100118,es,ahora serie rminos usan saben qu rayos est hablando ej discurso odio microagresi etc est parados filosof vac mismos conocen fondo,39,NO,-,0,0,0,0,0,0,1
100119,es,as va cosa hipersensibilidad generaci cristal buena consideran microagresion producto supremac hombre blanco queda contenido encuentre luego deep web cosas tan ofensivas,49,YES,JUDGEMENTAL,0,1,0,0,0,0,0
100120,es,hola lourdes haciendo estudio agresion microagresion abuso personal salud pandemia interesaria ver encuesta ayudarnos recabar mas info fisioterapeutas kinesiologos as abrazo,36,NO,-,0,0,0,0,0,0,1
100121,es,ver si micromachismo defienden pegue hija,17,YES,JUDGEMENTAL,0,3,2,0,0,0,0
100122,es,same nunca tom micromachismo face with raised eyebrow igual flaco jaja,15,NO,-,0,0,0,0,0,0,1
100123,es,llama micromachismo pod is ayudar frenarlo tambi agradecer amos winking face,18,NO,-,0,0,0,0,0,0,1
100124,es,suj tame cubata qu micromachismo libro macro machismo expresi machista copa pino deber alada autoridad sancionada sociedad piensa debe ser,41,YES,REPORTED,0,3,1,0,0,0,0
100125,es,diganle ave diabetes hipertensi todas patolog as asociadas obesidad diganle cosas serio culpa patriarcado micromachismo,30,YES,DIRECT,0,1,2,0,0,0,0
100126,es,sabes micromachismo serie cortometrajes aborda tema rd clapper board movie camera,17,NO,-,0,0,0,0,0,0,1
100127,es,si decirle mamita micromachismo entonces si dices hombre papito ser microhembrismo podr ser considerado falta respeto forma referiste autoridad machismo dejemos mezclar conceptos,42,YES,DIRECT,0,0,0,0,0,0,0
100128,es,independientemente podes juzgar micromachismo nene dejar pasar alto enferma madre conversaciones hijo si durmi alguien noche sicamente hablan garches madre,52,YES,DIRECT,0,2,2,0,0,0,0
100129,es,face with tears of joy cabal bajando carro radio hablan claro micromachismo negarle esposa sexo oral periodo face with tears of joy face with tears of joy,25,YES,DIRECT,0,2,1,0,0,0,0
100130,es,micromachismo decirle celular claramenta identifica femenina,16,NO,-,0,0,0,0,0,0,1
100131,es,madre miaaaaaa micromachismo,8,YES,REPORTED,0,1,0,0,0,1,0
100132,es,gente maten tratar hacerle entender escribi deshumanizo completo tal punto considera cortes micromachismo,27,YES,DIRECT,0,3,0,0,0,0,0
100133,es,micromachismo interiorizado jajajajajaja vale mr trabuco face with tears of joy gracias chiste despu larga jornada viene bien re rse,19,YES,JUDGEMENTAL,0,2,1,0,0,0,0
100134,es,comentario machista dicen salvame micromachismo pasa solo ciudadanas quejan luz qu ponemos lavadoras hacemos comida etc etc subida luz va ciudadanos decir hombres,45,YES,JUDGEMENTAL,0,3,0,0,0,0,0
100135,es,s account is temporarily unavailable because it violates the twitter media policy learn more,14,NO,-,0,0,0,0,0,0,1
100136,es,d as curso sensibilizaci g nero habl bamos micromachismo sobrecarga femenina labores dom sticas basada inutilidad aprendida rebelamos tacha exageradas hist ricas micromachismo,42,NO,-,0,0,0,0,0,0,1
100137,es,solo saben qu est haciendo da neniux si sufres alg tipo machismo micromachismo abre boca cosas cambian alzas voz,29,YES,REPORTED,0,2,0,0,0,1,0
100138,es,vamos hombres comprar medicamentos extranjero si detectan micromachismo entremos farmacia,23,YES,DIRECT,0,3,0,0,0,0,0
100139,es,acabas decir tema micromachismo x menos vivido mil veces quiso generar cambio utiliz manera s vil pensar segundo si puedes ver da mucha pena empatizas,59,YES,REPORTED,0,2,0,0,0,0,0
100140,es,ejemplo si buscas buscadores normales google s espec ficos micromachismo mucha informaci as cada rminos presentes infograf,33,NO,-,0,0,0,0,0,0,1
100141,es,hombres dividen as notallmen etcytodos as instinto woozy face gorilla gorilla gorilla gorilla cu ser bando ganador thinking face thinking face thinking face,22,NO,-,0,0,0,0,0,0,1
100142,es,encanta ver aludidos tratan justificar abusadores luego est llorando diciendo notallmen loudly crying face loudly crying face,21,NO,-,0,0,0,0,0,0,1
100143,es,acuerdan jodian notallmen kjj notallwomen,10,YES,DIRECT,0,2,0,0,0,0,0
100144,es,notallmen manolo casa hace padre sabemos sobra mayor hacen abuelas madres as ninguna duda tambi limpian,33,YES,REPORTED,0,2,4,0,0,1,0
100145,es,higo digan do notallmen rectifica discurso frasecita herido kitchen knife kitchen knife kitchen knife kitchen knife kitchen knife,20,NO,-,0,0,0,0,0,0,1
100146,es,notallmen notalltrans mmmmmmm pregunto qu tendr com eggplant,11,NO,-,0,0,0,0,0,0,1
100147,es,si pudieran vagones mixtos transporte blico espa respetar an mientras har an ruido internet mostrar desigual ofensivo parece notallmen suben novio amigo hermano diferente notallmen,39,YES,REPORTED,0,0,0,0,0,0,0
100148,es,sabe fatal leo tuiter veo mundo real veces dicho cambia dico hablando dicos distintos verdad sabe fatal mayor norma notallmen verdad,55,NO,-,0,0,0,0,0,0,1
100149,es,ven discutiendo sima faceta s notallmen distraje llamaron atenci trabajo detalle fu,31,NO,-,0,0,0,0,0,0,1
100150,es,s sabemos notallmen suficientes hacer mes relieved face,15,NO,-,0,0,0,0,0,0,1
100151,es,p sate cuenta anuncia nueva ctima violenciamachista aparece comentar cada unineuronal woman facepalming light skin tone importa aparezca muerta mujer menor violenciavicaria solo vienen explicarnos bla bla intentar putear marido notallmen,46,YES,REPORTED,0,0,0,0,0,0,0
100152,es,hablan notallmen nunca violado mujer deber an reflexionar siguiente ponen violaciones ves porno violento si respuesta si deber as reflexionar ello,34,NO,-,0,0,0,0,0,0,1
100153,es,si notallmen hijos cami machirulos inmundos,11,YES,JUDGEMENTAL,0,1,0,0,0,1,0
100154,es,m pasa ido bien beber lej funciona bien sonia enhorabuena notallmen cap tulo,26,NO,-,0,0,0,0,0,0,1
100155,es,pensaba pones opini p blica aceptas posibilidad expresen respeto s si encima alejan bastante aguantar notallmen encima tambi confrontarte gente solo expresa,50,NO,-,0,0,0,0,0,0,1
100156,es,creo hora decidir tener unx hijx pregunta s importante si eventualmente bancar as ser madre soltera notallmen coso tipo padre aband nico demuestre contrario,39,YES,JUDGEMENTAL,0,0,2,0,0,0,0
100157,es,ejemplo bla bla bla notallmen pues cada hombres feminicidas cada hombres violadores cada pederastas qu quer is diga vendr bien,38,YES,JUDGEMENTAL,0,0,2,0,0,0,0
100158,es,vez quejarte ley vas marcas notallmen bien ofendidito podrias poner par retweets dices consideras,32,YES,JUDGEMENTAL,0,0,1,0,0,0,0
100159,es,joder puto asco as luego vendr gilis decir notallmen mira ga inmensa mayor hacen mierdas puto reventaba gilipollas joder,35,NO,-,0,0,0,0,0,0,1
100160,es,hombres delincuentes pr cticamente delincuentes hombres notallmen,15,NO,-,0,0,0,0,0,0,1
100161,es,btw peg the patriarchy cara delevigne violento machista,12,NO,-,0,0,0,0,0,0,1
100162,es,leyendo lyrics all too well minutos creo ninguna forma taylor escribiera ck the patriarchy enga,30,YES,DIRECT,0,4,2,0,0,0,0
100163,es,fuck the patriarchy atw agarro sorpresa parte pq primera vez escuch canci solo entend mitad jajajjajaja,25,NO,-,0,0,0,0,0,0,1
100164,es,premiere patriarchy toxic teenagegirls blackgirl predator pedophile wisdomoverfeelings blackcommunity ageofaquarius healing,13,NO,-,0,0,0,0,0,0,1
100165,es,q fuck the patriarchy sarc stico amantes seguir edad calculo gusto recurrente minitas est comprobado dear john t pico dos tipos sali,45,NO,-,0,0,0,0,0,0,1
100166,es,btw cae mal cara delevine verdad si remera peg the patriarchy ayuda,19,YES,DIRECT,0,0,0,0,0,0,0
100167,es,reg lenme llavero diga fuck the patriarchy pleading face pleading face pleading face pleading face pleading face,9,NO,-,0,0,0,0,0,0,1
100168,es,quiero chapar voy depilar cada vello cuerpo hora sexo fuck the patriarchy est dedillos,25,NO,-,0,0,0,0,0,0,1
100169,es,arranque gritando fuck the patriarchy vientos rubia fondo dios taylor manda folded hands light skin tone folded hands light skin tone,21,NO,-,0,0,0,0,0,0,1
100170,es,kendall gritando fuck the patriarchy kjjj roy mas desconstruido,10,NO,-,0,0,0,0,0,0,1
100171,es,solo puedo pensar escuche fuck the patriarchy,10,NO,-,0,0,0,0,0,0,1
100172,es,amo favor representaci pegged the patriarchy,13,NO,-,0,0,0,0,0,0,1
100173,es,vi video record peg the patriarchy grande paulina flexed biceps medium light skin tone,15,NO,-,0,0,0,0,0,0,1
100174,es,like patriarchy literalmente mamasita est buen sima novio maltratador puesto cuernos mejor amiga puesto pistola fucking cabeza amenaz ndola matarla solo average incel wapeoniza ser simp tico tf,52,YES,REPORTED,0,1,1,0,0,0,0
100175,es,hablamos ninguneo poblaci femenina ensayos cl nicos investigaci m dica general it patriarchy baby,23,YES,REPORTED,0,2,1,0,0,0,0
100176,es,man claims to be the patriarchy shorts trav s,12,NO,-,0,0,0,0,0,0,1
100177,es,escuchando all too well cocina gaby pieza obviamente grit pulm fuck the patriarchy,21,NO,-,0,0,0,0,0,0,1
100178,es,maravilloso caiga careta ver realidad violenciamachista reaccionaria patriarchy mujeresamadrid oct mujeresalascallesya,27,YES,JUDGEMENTAL,0,1,1,0,0,0,0
100179,es,sentencia cierto recae particular dedicatoria mujeres pus patriarchy verdad face with rolling eyes,18,YES,REPORTED,0,4,0,0,0,0,0
100180,es,volv activar ig chupar pito the patriarchy won again,15,YES,DIRECT,0,2,2,0,0,0,0
100181,es,marzo marvel celebra mujer especial aventuras hero nas tendr varias portadas ser dif cil elegir solo womenofmarvel marvelcomics diadelamujer womensday,31,NO,-,0,0,0,0,0,0,1
100182,es,feliz mujer haz clic cajas ganar puntos cupones,16,NO,-,0,0,0,0,0,0,1
100183,es,qu molar hacer anim is juntar fuerzas hacer junt placeholder breakthebias aws womenpower iwd,27,NO,-,0,0,0,0,0,0,1
100184,es,dise branding femme madrid festival ben fico mujer recaudado donar toda info conciertos madrid festivales dise ogr fico posterdesign womensday,36,NO,-,0,0,0,0,0,0,1
100185,es,maravillada creaci soha elghany an lisis tuits womensday analytics bigdata datamining ciberfeminismo internetfeminista mujeresenred twitter,27,NO,-,0,0,0,0,0,0,1
100186,es,kate dobinger alvarezaustria hondurasregalanos foto brazos cruzados di prejuiciosunete campa rompiendoprejuicios breakthebia iwd wannyangerermovingcultures,21,NO,-,0,0,0,0,0,0,1
100187,es,feliz mujer haz clic cajas ganar puntos cupones,17,NO,-,0,0,0,0,0,0,1
100188,es,gran oportunidad crear consciencia raising hands gracias querida wanny,10,NO,-,0,0,0,0,0,0,1
100189,es,conferencia pro empoderamiento mujer realizarse marzo purple heart breakthebias canada canada chc chc millonjuntos internatinoalwomensday women womensday latinxs hispanxs,25,NO,-,0,0,0,0,0,0,1
100190,es,globe showing americas the lac womeninwater survey is open the responses will shape our upcoming webinar on womensday encuesta mujeres agua perspectivas am rica latina caribe resultados discutir webinar iwa mujer,44,NO,-,0,0,0,0,0,0,1
100191,es,sheinwomensday pulsa cajas ganar cupones puntos,11,NO,-,0,0,0,0,0,0,1
100192,es,pr jimo mes sera dia derechos mujer lucha cada dia womensday internationalwomensday women,21,NO,-,0,0,0,0,0,0,1
